rank,event_id,amount,failure_code,cause,strategy,recovery_probability,expected_recovered_amount,intervention_cost,expected_value,initial_action,final_action,safe_to_execute,rules_triggered
630,PAY_08254,9280.92,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6579,6105.92,2.0,6103.92,retry_scheduled,retry_scheduled,True,['All safety checks passed']
631,PAY_03565,9949.97,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6133,6102.32,2.0,6100.32,retry_scheduled,retry_scheduled,True,['All safety checks passed']
632,PAY_02681,8577.6,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7114,6102.1,2.0,6100.1,retry_scheduled,retry_scheduled,True,['All safety checks passed']
633,PAY_06221,11039.14,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5519,6092.5,2.0,6090.5,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
634,PAY_06155,14581.93,mandate_expired,Mandate expired,Send re-authorization link,0.4174,6086.5,1.0,6085.5,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
635,PAY_05804,7645.56,gateway_timeout,Gateway timeout,Retry immediately,0.7962,6087.39,2.0,6085.39,retry_now,retry_now,True,['All safety checks passed']
636,PAY_09455,9260.62,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6565,6079.6,2.0,6077.6,retry_scheduled,retry_scheduled,True,['All safety checks passed']
637,PAY_03835,10458.24,mandate_expired,Mandate expired,Send re-authorization link,0.5811,6077.28,1.0,6076.28,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
638,PAY_08944,12274.85,insufficient_funds,Insufficient funds,Retry after 24 hours,0.4946,6071.14,2.0,6069.14,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
639,PAY_08905,12695.87,insufficient_funds,Insufficient funds,Retry after 24 hours,0.4776,6063.55,2.0,6061.55,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
640,PAY_03441,18147.83,checkout_abandon,Checkout abandonment,Send payment link,0.3339,6059.56,1.0,6058.56,send_payment_link,send_payment_link,True,['All safety checks passed']
641,PAY_07903,7377.89,gateway_timeout,Gateway timeout,Retry immediately,0.8207,6055.03,2.0,6053.03,retry_now,retry_now,True,['All safety checks passed']
642,PAY_00177,12126.36,checkout_abandon,Checkout abandonment,Send payment link,0.4992,6053.48,1.0,6052.48,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
643,PAY_05305,11341.11,checkout_abandon,Checkout abandonment,Send payment link,0.5337,6052.75,1.0,6051.75,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
644,PAY_02560,11094.12,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5456,6052.95,2.0,6050.95,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
645,PAY_06429,8657.53,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6966,6030.84,2.0,6028.84,retry_scheduled,retry_scheduled,True,['All safety checks passed']
646,PAY_01241,8964.49,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6727,6030.41,2.0,6028.41,retry_scheduled,retry_scheduled,True,['All safety checks passed']
647,PAY_08019,11893.81,checkout_abandon,Checkout abandonment,Send payment link,0.5066,6025.4,1.0,6024.4,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
648,PAY_06033,10551.14,mandate_expired,Mandate expired,Send re-authorization link,0.5707,6021.54,1.0,6020.54,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
649,PAY_07922,7626.99,gateway_timeout,Gateway timeout,Retry immediately,0.7896,6022.27,2.0,6020.27,retry_now,retry_now,True,['All safety checks passed']
650,PAY_03315,7416.78,gateway_timeout,Gateway timeout,Retry immediately,0.8119,6021.68,2.0,6019.68,retry_now,retry_now,True,['All safety checks passed']
651,PAY_03726,10006.99,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6014,6018.2,2.0,6016.2,retry_scheduled,retry_scheduled,True,['All safety checks passed']
652,PAY_08166,7341.61,gateway_timeout,Gateway timeout,Retry immediately,0.8193,6014.98,2.0,6012.98,retry_now,retry_now,True,['All safety checks passed']
653,PAY_03204,7544.25,gateway_timeout,Gateway timeout,Retry immediately,0.7962,6006.73,2.0,6004.73,retry_now,retry_now,True,['All safety checks passed']
654,PAY_04572,12915.81,mandate_expired,Mandate expired,Send re-authorization link,0.4646,6000.69,1.0,5999.69,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
655,PAY_06935,10563.11,mandate_expired,Mandate expired,Send re-authorization link,0.5679,5998.79,1.0,5997.79,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
656,PAY_07039,7496.52,gateway_timeout,Gateway timeout,Retry immediately,0.8001,5997.97,2.0,5995.97,retry_now,retry_now,True,['All safety checks passed']
657,PAY_01786,8407.92,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7133,5997.37,2.0,5995.37,retry_scheduled,retry_scheduled,True,['All safety checks passed']
658,PAY_06776,7378.97,gateway_timeout,Gateway timeout,Retry immediately,0.8118,5990.25,2.0,5988.25,retry_now,retry_now,True,['All safety checks passed']
659,PAY_06979,17912.82,checkout_abandon,Checkout abandonment,Send payment link,0.3338,5979.3,1.0,5978.3,send_payment_link,send_payment_link,True,['All safety checks passed']
660,PAY_00593,15449.7,mandate_expired,Mandate expired,Send re-authorization link,0.3865,5971.31,1.0,5970.31,send_payment_link,send_payment_link,True,['All safety checks passed']
661,PAY_00538,7878.23,gateway_timeout,Gateway timeout,Retry immediately,0.7579,5970.91,2.0,5968.91,retry_now,retry_now,True,['All safety checks passed']
662,PAY_00822,10528.31,mandate_expired,Mandate expired,Send re-authorization link,0.567,5969.55,1.0,5968.55,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
663,PAY_07463,7138.9,gateway_timeout,Gateway timeout,Retry immediately,0.8361,5968.83,2.0,5966.83,retry_now,retry_now,True,['All safety checks passed']
664,PAY_02650,27356.86,card_expired,Card expired,Request payment method update,0.2187,5982.95,25.0,5957.95,escalate_to_human,escalate_to_human,True,['All safety checks passed']
665,PAY_08275,7746.4,gateway_timeout,Gateway timeout,Retry immediately,0.7685,5953.11,2.0,5951.11,retry_now,retry_now,True,['All safety checks passed']
666,PAY_00994,9310.09,mandate_expired,Mandate expired,Send re-authorization link,0.6389,5948.22,1.0,5947.22,send_payment_link,send_payment_link,True,['All safety checks passed']
667,PAY_07239,15705.9,checkout_abandon,Checkout abandonment,Send payment link,0.3786,5946.25,1.0,5945.25,send_payment_link,send_payment_link,True,['All safety checks passed']
668,PAY_05449,9136.19,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6508,5945.83,2.0,5943.83,retry_scheduled,retry_scheduled,True,['All safety checks passed']
669,PAY_02597,8620.77,gateway_timeout,Gateway timeout,Retry immediately,0.689,5939.71,2.0,5937.71,retry_now,retry_now,True,['All safety checks passed']
670,PAY_09632,13479.55,checkout_abandon,Checkout abandonment,Send payment link,0.4405,5937.74,1.0,5936.74,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
671,PAY_04159,7161.46,gateway_timeout,Gateway timeout,Retry immediately,0.829,5936.85,2.0,5934.85,retry_now,retry_now,True,['All safety checks passed']
672,PAY_05086,9216.75,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6432,5928.21,2.0,5926.21,retry_scheduled,retry_scheduled,True,['All safety checks passed']
673,PAY_00917,10512.79,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5633,5921.85,2.0,5919.85,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
674,PAY_07449,7767.07,gateway_timeout,Gateway timeout,Retry immediately,0.762,5918.51,2.0,5916.51,retry_now,retry_now,True,['All safety checks passed']
675,PAY_00620,10670.36,mandate_expired,Mandate expired,Send re-authorization link,0.554,5911.38,1.0,5910.38,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
676,PAY_09772,8158.14,gateway_timeout,Gateway timeout,Retry immediately,0.7243,5908.94,2.0,5906.94,retry_now,retry_now,True,['All safety checks passed']
677,PAY_08249,9255.65,checkout_abandon,Checkout abandonment,Send payment link,0.6382,5906.96,1.0,5905.96,send_payment_link,send_payment_link,True,['All safety checks passed']
678,PAY_03241,7613.71,gateway_timeout,Gateway timeout,Retry immediately,0.7759,5907.48,2.0,5905.48,retry_now,retry_now,True,['All safety checks passed']
679,PAY_00829,8418.91,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7011,5902.5,2.0,5900.5,retry_scheduled,retry_scheduled,True,['All safety checks passed']
680,PAY_01199,11036.52,mandate_expired,Mandate expired,Send re-authorization link,0.533,5882.47,1.0,5881.47,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
681,PAY_07280,7915.9,gateway_timeout,Gateway timeout,Retry immediately,0.7432,5883.1,2.0,5881.1,retry_now,retry_now,True,['All safety checks passed']
682,PAY_03404,7157.39,gateway_timeout,Gateway timeout,Retry immediately,0.8215,5879.8,2.0,5877.8,retry_now,retry_now,True,['All safety checks passed']
683,PAY_02495,7440.59,gateway_timeout,Gateway timeout,Retry immediately,0.7887,5868.39,2.0,5866.39,retry_now,retry_now,True,['All safety checks passed']
684,PAY_01031,8198.29,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7152,5863.42,2.0,5861.42,retry_scheduled,retry_scheduled,True,['All safety checks passed']
685,PAY_07852,8684.01,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6741,5853.89,2.0,5851.89,retry_scheduled,retry_scheduled,True,['All safety checks passed']
686,PAY_07666,7323.81,gateway_timeout,Gateway timeout,Retry immediately,0.7988,5850.26,2.0,5848.26,retry_now,retry_now,True,['All safety checks passed']
687,PAY_02579,8869.29,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6596,5850.18,2.0,5848.18,retry_scheduled,retry_scheduled,True,['All safety checks passed']
688,PAY_01448,11389.94,checkout_abandon,Checkout abandonment,Send payment link,0.5133,5846.46,1.0,5845.46,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
689,PAY_06359,7870.66,gateway_timeout,Gateway timeout,Retry immediately,0.7424,5843.18,2.0,5841.18,retry_now,retry_now,True,['All safety checks passed']
690,PAY_02163,9183.87,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6347,5829.0,2.0,5827.0,retry_scheduled,retry_scheduled,True,['All safety checks passed']
691,PAY_04216,9935.59,mandate_expired,Mandate expired,Send re-authorization link,0.5863,5825.24,1.0,5824.24,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
692,PAY_03251,7890.56,gateway_timeout,Gateway timeout,Retry immediately,0.7373,5817.71,2.0,5815.71,retry_now,retry_now,True,['All safety checks passed']
693,PAY_08071,12773.03,mandate_expired,Mandate expired,Send re-authorization link,0.4553,5815.56,1.0,5814.56,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
694,PAY_07326,10014.28,mandate_expired,Mandate expired,Send re-authorization link,0.58,5808.28,1.0,5807.28,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
695,PAY_08872,10792.03,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5381,5807.19,2.0,5805.19,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
696,PAY_05335,7528.96,gateway_timeout,Gateway timeout,Retry immediately,0.7712,5806.33,2.0,5804.33,retry_now,retry_now,True,['All safety checks passed']
697,PAY_02852,10456.35,mandate_expired,Mandate expired,Send re-authorization link,0.5548,5801.18,1.0,5800.18,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
698,PAY_01879,10398.06,mandate_expired,Mandate expired,Send re-authorization link,0.5577,5799.0,1.0,5798.0,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
699,PAY_05707,6883.34,gateway_timeout,Gateway timeout,Retry immediately,0.8426,5799.9,2.0,5797.9,retry_now,retry_now,True,['All safety checks passed']
700,PAY_06346,8204.15,insufficient_funds,Insufficient funds,Retry after 24 hours,0.706,5792.13,2.0,5790.13,retry_scheduled,retry_scheduled,True,['All safety checks passed']
701,PAY_04927,8267.03,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6994,5781.96,2.0,5779.96,retry_scheduled,retry_scheduled,True,['All safety checks passed']
702,PAY_06544,7173.06,gateway_timeout,Gateway timeout,Retry immediately,0.8051,5775.03,2.0,5773.03,retry_now,retry_now,True,['All safety checks passed']
703,PAY_04152,10706.05,mandate_expired,Mandate expired,Send re-authorization link,0.5386,5766.28,1.0,5765.28,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
704,PAY_09742,7711.61,gateway_timeout,Gateway timeout,Retry immediately,0.7474,5763.66,2.0,5761.66,retry_now,retry_now,True,['All safety checks passed']
705,PAY_01320,8221.1,insufficient_funds,Insufficient funds,Retry after 24 hours,0.701,5762.99,2.0,5760.99,retry_scheduled,retry_scheduled,True,['All safety checks passed']
706,PAY_09580,9500.76,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6058,5755.56,2.0,5753.56,retry_scheduled,retry_scheduled,True,['All safety checks passed']
707,PAY_07290,7152.89,gateway_timeout,Gateway timeout,Retry immediately,0.8043,5753.07,2.0,5751.07,retry_now,retry_now,True,['All safety checks passed']
708,PAY_04755,14898.18,checkout_abandon,Checkout abandonment,Send payment link,0.3857,5746.23,1.0,5745.23,send_payment_link,send_payment_link,True,['All safety checks passed']
709,PAY_05225,6869.37,gateway_timeout,Gateway timeout,Retry immediately,0.8357,5740.73,2.0,5738.73,retry_now,retry_now,True,['All safety checks passed']
710,PAY_05911,12689.67,mandate_expired,Mandate expired,Send re-authorization link,0.4523,5739.54,1.0,5738.54,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
711,PAY_00688,11186.02,mandate_expired,Mandate expired,Send re-authorization link,0.513,5738.43,1.0,5737.43,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
712,PAY_08561,6860.86,gateway_timeout,Gateway timeout,Retry immediately,0.8348,5727.45,2.0,5725.45,retry_now,retry_now,True,['All safety checks passed']
713,PAY_04421,7945.71,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7204,5724.09,2.0,5722.09,retry_scheduled,retry_scheduled,True,['All safety checks passed']
714,PAY_01915,8220.22,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6954,5716.34,2.0,5714.34,retry_scheduled,retry_scheduled,True,['All safety checks passed']
715,PAY_04017,11302.35,mandate_expired,Mandate expired,Send re-authorization link,0.5053,5711.08,1.0,5710.08,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
716,PAY_07777,32070.1,card_expired,Card expired,Request payment method update,0.1788,5734.13,25.0,5709.13,escalate_to_human,escalate_to_human,True,['All safety checks passed']
717,PAY_05031,7989.73,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7144,5707.86,2.0,5705.86,retry_scheduled,retry_scheduled,True,['All safety checks passed']
718,PAY_06533,7916.69,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7199,5699.23,2.0,5697.23,retry_scheduled,retry_scheduled,True,['All safety checks passed']
719,PAY_01030,7112.28,gateway_timeout,Gateway timeout,Retry immediately,0.8013,5699.07,2.0,5697.07,retry_now,retry_now,True,['All safety checks passed']
720,PAY_04765,8347.51,gateway_timeout,Gateway timeout,Retry immediately,0.6822,5694.67,2.0,5692.67,retry_now,retry_now,True,['All safety checks passed']
721,PAY_07579,9589.76,checkout_abandon,Checkout abandonment,Send payment link,0.5937,5693.44,1.0,5692.44,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
722,PAY_08301,7601.19,gateway_timeout,Gateway timeout,Retry immediately,0.749,5693.29,2.0,5691.29,retry_now,retry_now,True,['All safety checks passed']
723,PAY_03531,11911.18,mandate_expired,Mandate expired,Send re-authorization link,0.4775,5687.59,1.0,5686.59,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
724,PAY_08016,7932.93,gateway_timeout,Gateway timeout,Retry immediately,0.7166,5684.74,2.0,5682.74,retry_now,retry_now,True,['All safety checks passed']
725,PAY_01281,8247.49,gateway_timeout,Gateway timeout,Retry immediately,0.6889,5681.7,2.0,5679.7,retry_now,retry_now,True,['All safety checks passed']
726,PAY_04131,6913.45,gateway_timeout,Gateway timeout,Retry immediately,0.821,5675.94,2.0,5673.94,retry_now,retry_now,True,['All safety checks passed']
727,PAY_08486,8966.99,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6328,5674.31,2.0,5672.31,retry_scheduled,retry_scheduled,True,['All safety checks passed']
728,PAY_00191,14012.59,checkout_abandon,Checkout abandonment,Send payment link,0.4042,5663.89,1.0,5662.89,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
729,PAY_05694,10522.86,mandate_expired,Mandate expired,Send re-authorization link,0.5379,5660.25,1.0,5659.25,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
730,PAY_08544,6450.39,gateway_timeout,Gateway timeout,Retry immediately,0.8774,5659.57,2.0,5657.57,retry_now,retry_now,True,['All safety checks passed']
731,PAY_03050,10379.68,insufficient_funds,Insufficient funds,Retry after 24 hours,0.545,5656.93,2.0,5654.93,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
732,PAY_08083,8502.98,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6641,5646.83,2.0,5644.83,retry_scheduled,retry_scheduled,True,['All safety checks passed']
733,PAY_08070,9926.2,checkout_abandon,Checkout abandonment,Send payment link,0.5678,5636.1,1.0,5635.1,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
734,PAY_06823,26102.31,card_expired,Card expired,Request payment method update,0.2166,5653.76,25.0,5628.76,escalate_to_human,escalate_to_human,True,['All safety checks passed']
735,PAY_05458,8943.09,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6293,5627.89,2.0,5625.89,retry_scheduled,retry_scheduled,True,['All safety checks passed']
736,PAY_05860,9314.08,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6041,5626.64,2.0,5624.64,retry_scheduled,retry_scheduled,True,['All safety checks passed']
737,PAY_07860,6985.91,gateway_timeout,Gateway timeout,Retry immediately,0.804,5616.67,2.0,5614.67,retry_now,retry_now,True,['All safety checks passed']
738,PAY_09204,15176.68,checkout_abandon,Checkout abandonment,Send payment link,0.3697,5610.82,1.0,5609.82,send_payment_link,send_payment_link,True,['All safety checks passed']
739,PAY_09015,11007.54,mandate_expired,Mandate expired,Send re-authorization link,0.5091,5603.94,1.0,5602.94,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
740,PAY_05386,7863.89,gateway_timeout,Gateway timeout,Retry immediately,0.7122,5600.66,2.0,5598.66,retry_now,retry_now,True,['All safety checks passed']
741,PAY_08474,11230.65,insufficient_funds,Insufficient funds,Retry after 24 hours,0.4986,5599.6,2.0,5597.6,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
742,PAY_05848,10616.35,mandate_expired,Mandate expired,Send re-authorization link,0.5273,5598.0,1.0,5597.0,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
743,PAY_06594,8422.0,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6648,5598.95,2.0,5596.95,retry_scheduled,retry_scheduled,True,['All safety checks passed']
744,PAY_00798,7210.33,gateway_timeout,Gateway timeout,Retry immediately,0.7763,5597.38,2.0,5595.38,retry_now,retry_now,True,['All safety checks passed']
745,PAY_03882,10205.29,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5484,5596.58,2.0,5594.58,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
746,PAY_06659,7300.35,gateway_timeout,Gateway timeout,Retry immediately,0.7663,5594.26,2.0,5592.26,retry_now,retry_now,True,['All safety checks passed']
747,PAY_07672,8586.0,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6506,5586.05,2.0,5584.05,retry_scheduled,retry_scheduled,True,['All safety checks passed']
748,PAY_02489,9914.78,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5631,5583.01,2.0,5581.01,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
749,PAY_02620,13113.82,insufficient_funds,Insufficient funds,Retry after 24 hours,0.425,5573.37,2.0,5571.37,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
750,PAY_07402,11744.88,mandate_expired,Mandate expired,Send re-authorization link,0.4724,5548.28,1.0,5547.28,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
751,PAY_05771,8331.74,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6652,5542.27,2.0,5540.27,retry_scheduled,retry_scheduled,True,['All safety checks passed']
752,PAY_07207,9081.11,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6101,5540.39,2.0,5538.39,retry_scheduled,retry_scheduled,True,['All safety checks passed']
753,PAY_08966,6824.43,gateway_timeout,Gateway timeout,Retry immediately,0.811,5534.61,2.0,5532.61,retry_now,retry_now,True,['All safety checks passed']
754,PAY_04556,12678.12,checkout_abandon,Checkout abandonment,Send payment link,0.4363,5531.46,1.0,5530.46,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
755,PAY_02432,6985.75,gateway_timeout,Gateway timeout,Retry immediately,0.7915,5529.22,2.0,5527.22,retry_now,retry_now,True,['All safety checks passed']
756,PAY_09670,7506.03,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7345,5513.18,2.0,5511.18,retry_scheduled,retry_scheduled,True,['All safety checks passed']
757,PAY_06185,6861.85,gateway_timeout,Gateway timeout,Retry immediately,0.8028,5508.69,2.0,5506.69,retry_now,retry_now,True,['All safety checks passed']
758,PAY_01518,9284.22,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5926,5501.83,2.0,5499.83,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
759,PAY_06165,12560.25,checkout_abandon,Checkout abandonment,Send payment link,0.437,5488.83,1.0,5487.83,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
760,PAY_04839,8303.78,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6608,5487.14,2.0,5485.14,retry_scheduled,retry_scheduled,True,['All safety checks passed']
761,PAY_08871,10618.58,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5167,5486.62,2.0,5484.62,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
762,PAY_00234,8349.02,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6563,5479.46,2.0,5477.46,retry_scheduled,retry_scheduled,True,['All safety checks passed']
763,PAY_09908,8580.1,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6385,5478.39,2.0,5476.39,retry_scheduled,retry_scheduled,True,['All safety checks passed']
764,PAY_00216,6814.47,gateway_timeout,Gateway timeout,Retry immediately,0.8031,5472.7,2.0,5470.7,retry_now,retry_now,True,['All safety checks passed']
765,PAY_05688,9848.88,mandate_expired,Mandate expired,Send re-authorization link,0.5555,5471.05,1.0,5470.05,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
766,PAY_09499,7298.02,gateway_timeout,Gateway timeout,Retry immediately,0.7497,5471.33,2.0,5469.33,retry_now,retry_now,True,['All safety checks passed']
767,PAY_06573,11064.94,checkout_abandon,Checkout abandonment,Send payment link,0.4942,5468.29,1.0,5467.29,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
768,PAY_02635,7818.56,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6993,5467.52,2.0,5465.52,retry_scheduled,retry_scheduled,True,['All safety checks passed']
769,PAY_04221,12670.34,mandate_expired,Mandate expired,Send re-authorization link,0.4312,5463.45,1.0,5462.45,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
770,PAY_03008,7218.29,gateway_timeout,Gateway timeout,Retry immediately,0.7565,5460.64,2.0,5458.64,retry_now,retry_now,True,['All safety checks passed']
771,PAY_09208,7865.45,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6939,5457.84,2.0,5455.84,retry_scheduled,retry_scheduled,True,['All safety checks passed']
772,PAY_00469,7555.56,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7216,5452.09,2.0,5450.09,retry_scheduled,retry_scheduled,True,['All safety checks passed']
773,PAY_08125,9747.49,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5584,5443.0,2.0,5441.0,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
774,PAY_04733,23526.53,card_expired,Card expired,Request payment method update,0.2317,5451.1,25.0,5426.1,escalate_to_human,escalate_to_human,True,['All safety checks passed']
775,PAY_08867,10110.95,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5368,5427.56,2.0,5425.56,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
776,PAY_01979,12077.85,mandate_expired,Mandate expired,Send re-authorization link,0.4492,5425.37,1.0,5424.37,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
777,PAY_00060,6583.52,gateway_timeout,Gateway timeout,Retry immediately,0.8242,5426.14,2.0,5424.14,retry_now,retry_now,True,['All safety checks passed']
778,PAY_06523,7302.33,gateway_timeout,Gateway timeout,Retry immediately,0.7426,5422.71,2.0,5420.71,retry_now,retry_now,True,['All safety checks passed']
779,PAY_06305,6733.21,gateway_timeout,Gateway timeout,Retry immediately,0.8051,5420.91,2.0,5418.91,retry_now,retry_now,True,['All safety checks passed']
780,PAY_01037,6702.14,gateway_timeout,Gateway timeout,Retry immediately,0.8087,5420.02,2.0,5418.02,retry_now,retry_now,True,['All safety checks passed']
781,PAY_08439,6641.07,gateway_timeout,Gateway timeout,Retry immediately,0.8157,5417.12,2.0,5415.12,retry_now,retry_now,True,['All safety checks passed']
782,PAY_07620,9870.45,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5478,5407.03,2.0,5405.03,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
783,PAY_01603,8853.66,checkout_abandon,Checkout abandonment,Send payment link,0.6105,5405.16,1.0,5404.16,send_payment_link,send_payment_link,True,['All safety checks passed']
784,PAY_00119,12404.63,checkout_abandon,Checkout abandonment,Send payment link,0.4355,5402.22,1.0,5401.22,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
785,PAY_09847,9325.3,mandate_expired,Mandate expired,Send re-authorization link,0.5788,5397.48,1.0,5396.48,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
786,PAY_01222,9087.09,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5924,5383.19,2.0,5381.19,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
787,PAY_02292,7828.5,insufficient_funds,Insufficient funds,Retry after 24 hours,0.687,5378.18,2.0,5376.18,retry_scheduled,retry_scheduled,True,['All safety checks passed']
788,PAY_03750,9167.25,mandate_expired,Mandate expired,Send re-authorization link,0.5865,5376.59,1.0,5375.59,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
789,PAY_03647,10374.86,mandate_expired,Mandate expired,Send re-authorization link,0.5167,5360.69,1.0,5359.69,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
790,PAY_05022,7462.01,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7176,5354.74,2.0,5352.74,retry_scheduled,retry_scheduled,True,['All safety checks passed']
791,PAY_02468,9382.02,mandate_expired,Mandate expired,Send re-authorization link,0.5705,5352.44,1.0,5351.44,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
792,PAY_01097,12127.51,checkout_abandon,Checkout abandonment,Send payment link,0.4409,5347.02,1.0,5346.02,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
793,PAY_09263,10304.33,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5188,5345.89,2.0,5343.89,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
794,PAY_03277,6536.38,gateway_timeout,Gateway timeout,Retry immediately,0.8178,5345.45,2.0,5343.45,retry_now,retry_now,True,['All safety checks passed']
