event_id,amount,failure_code,customer_tenure_months,past_successful_payments,past_failed_payments,checkout_funnel_depth,time_since_failure,label_recovered
PAY_01987,3048.57,mandate_expired,17,13,2,0,14.06,1
PAY_01988,1160.76,checkout_abandon,17,4,1,2,14.1,0
PAY_01989,1116.29,mandate_expired,43,11,3,0,10.84,1
PAY_01990,641.5,mandate_expired,2,10,2,0,16.2,0
PAY_01991,3695.13,insufficient_funds,56,14,2,0,4.1,0
PAY_01992,4312.91,insufficient_funds,20,4,1,0,38.72,0
PAY_01993,3151.73,insufficient_funds,23,6,5,0,4.24,1
PAY_01994,6563.09,checkout_abandon,8,4,3,4,6.92,1
PAY_01995,2729.61,other,53,5,4,0,4.33,0
PAY_01996,3699.88,checkout_abandon,14,9,3,3,17.0,0
PAY_01997,3387.62,checkout_abandon,49,4,2,1,4.56,0
PAY_01998,2281.31,other,20,9,2,0,13.34,0
PAY_01999,1470.3,insufficient_funds,2,7,3,0,11.05,1
PAY_02000,22884.12,insufficient_funds,25,11,2,0,8.69,0
PAY_02001,1590.96,other,32,8,1,0,16.72,0
PAY_02002,1284.56,other,29,5,3,0,5.38,1
PAY_02003,3858.59,mandate_expired,60,10,3,0,3.85,1
PAY_02004,3216.02,insufficient_funds,32,6,0,0,52.13,1
PAY_02005,613.55,other,47,4,0,0,3.43,0
PAY_02006,7682.68,card_expired,23,5,1,0,6.17,0
PAY_02007,2275.26,mandate_expired,9,14,3,0,5.19,0
PAY_02008,823.13,insufficient_funds,30,5,3,0,13.35,0
PAY_02009,8207.72,checkout_abandon,34,6,3,4,21.35,0
PAY_02010,4673.77,card_expired,26,8,2,0,23.8,1
PAY_02011,705.92,card_expired,46,5,1,0,0.85,0
PAY_02012,14782.94,checkout_abandon,58,8,1,4,7.45,1
PAY_02013,4831.17,checkout_abandon,5,8,1,3,3.23,0
PAY_02014,2474.64,mandate_expired,5,8,2,0,3.36,1
PAY_02015,12262.06,checkout_abandon,17,9,2,1,14.9,0
PAY_02016,2931.72,gateway_timeout,36,9,4,0,9.21,1
PAY_02017,2430.77,insufficient_funds,3,9,1,0,56.36,0
PAY_02018,1291.74,insufficient_funds,12,10,3,0,8.64,1
PAY_02019,4473.37,card_expired,25,6,2,0,6.82,0
PAY_02020,4026.48,insufficient_funds,23,3,7,0,18.38,0
PAY_02021,2536.97,insufficient_funds,51,2,3,0,4.81,1
PAY_02022,1134.63,other,33,14,3,0,12.07,1
PAY_02023,2846.87,mandate_expired,53,9,3,0,4.62,1
PAY_02024,2331.45,insufficient_funds,46,13,0,0,5.14,1
PAY_02025,658.9,gateway_timeout,25,8,1,0,6.52,1
PAY_02026,573.77,card_expired,59,8,1,0,8.28,1
PAY_02027,4399.29,gateway_timeout,51,5,0,0,33.22,0
PAY_02028,185.33,checkout_abandon,30,12,3,2,26.21,1
PAY_02029,3070.07,checkout_abandon,52,6,1,2,16.87,0
PAY_02030,1549.93,insufficient_funds,16,13,3,0,11.53,1
PAY_02031,9249.2,mandate_expired,13,8,2,0,0.95,0
PAY_02032,1526.26,insufficient_funds,48,6,2,0,5.72,0
PAY_02033,4834.49,checkout_abandon,48,6,2,2,33.23,1
PAY_02034,1680.98,insufficient_funds,14,8,1,0,26.5,0
PAY_02035,2801.17,insufficient_funds,46,7,3,0,7.99,1
PAY_02036,5223.29,insufficient_funds,31,4,2,0,31.73,1
PAY_02037,1574.18,card_expired,34,6,3,0,5.73,0
PAY_02038,6772.33,insufficient_funds,51,10,0,0,10.51,1
PAY_02039,925.51,gateway_timeout,10,8,0,0,41.37,1
PAY_02040,3356.45,insufficient_funds,25,7,1,0,3.5,0
PAY_02041,6289.81,mandate_expired,18,6,2,0,32.94,1
PAY_02042,4837.16,gateway_timeout,34,9,3,0,1.08,1
PAY_02043,16991.88,other,10,8,1,0,19.47,0
PAY_02044,1165.15,mandate_expired,8,7,0,0,37.09,0
PAY_02045,629.48,checkout_abandon,42,8,0,2,25.14,0
PAY_02046,924.92,mandate_expired,4,2,1,0,21.52,0
PAY_02047,4839.12,insufficient_funds,26,10,2,0,3.49,0
PAY_02048,4113.25,other,60,12,2,0,9.53,0
PAY_02049,2769.17,other,60,13,2,0,5.28,0
PAY_02050,813.29,gateway_timeout,11,4,2,0,6.07,0
PAY_02051,5382.53,checkout_abandon,56,3,0,4,18.44,0
PAY_02052,734.61,insufficient_funds,21,13,2,0,32.92,0
PAY_02053,7966.46,checkout_abandon,12,7,3,5,5.19,1
PAY_02054,43542.14,card_expired,31,6,2,0,52.11,0
PAY_02055,3606.51,other,30,6,1,0,9.28,0
PAY_02056,4479.0,gateway_timeout,23,7,3,0,1.3,1
PAY_02057,1527.19,mandate_expired,26,8,1,0,5.93,1
PAY_02058,409.05,mandate_expired,6,5,2,0,21.72,1
PAY_02059,1368.3,insufficient_funds,16,8,0,0,9.03,0
PAY_02060,838.11,checkout_abandon,12,12,1,3,11.11,1
PAY_02061,588.18,mandate_expired,56,9,6,0,8.68,0
PAY_02062,13994.31,card_expired,30,9,1,0,9.55,0
PAY_02063,3284.3,other,33,9,4,0,35.9,0
PAY_02064,3654.57,insufficient_funds,27,8,2,0,0.85,0
PAY_02065,1835.41,insufficient_funds,54,6,0,0,42.24,1
PAY_02066,2103.12,insufficient_funds,48,3,1,0,3.95,1
PAY_02067,6559.02,insufficient_funds,42,9,1,0,13.72,1
PAY_02068,2420.45,checkout_abandon,19,13,0,4,27.94,1
PAY_02069,4250.28,other,19,5,1,0,1.06,0
PAY_02070,2055.02,gateway_timeout,57,11,3,0,18.06,0
PAY_02071,1775.6,mandate_expired,56,5,2,0,0.3,1
PAY_02072,612.24,gateway_timeout,17,12,0,0,5.95,1
PAY_02073,345.95,gateway_timeout,21,8,3,0,30.09,1
PAY_02074,1924.62,card_expired,20,5,3,0,1.49,0
PAY_02075,2645.31,mandate_expired,48,6,4,0,5.15,1
PAY_02076,690.85,gateway_timeout,57,9,1,0,0.57,1
PAY_02077,2415.28,other,54,8,2,0,10.6,0
PAY_02078,2638.06,checkout_abandon,51,8,4,4,19.79,0
PAY_02079,289.47,insufficient_funds,21,5,0,0,2.27,1
PAY_02080,1001.17,checkout_abandon,20,9,2,5,4.66,1
PAY_02081,3756.75,mandate_expired,54,7,2,0,7.93,0
PAY_02082,3681.61,gateway_timeout,24,6,2,0,1.68,1
PAY_02083,788.69,card_expired,13,9,0,0,10.98,0
PAY_02084,2929.23,checkout_abandon,51,8,3,2,8.57,0
PAY_02085,6949.7,checkout_abandon,29,7,2,3,8.35,1
PAY_02086,5437.74,card_expired,6,5,2,0,7.65,0
PAY_02087,2272.78,checkout_abandon,54,8,1,2,0.14,1
PAY_02088,1565.67,gateway_timeout,18,4,1,0,19.77,0
PAY_02089,1332.35,insufficient_funds,19,5,0,0,3.39,1
PAY_02090,3991.27,gateway_timeout,32,6,2,0,0.46,1
PAY_02091,3038.59,gateway_timeout,17,7,2,0,5.76,1
PAY_02092,4691.23,insufficient_funds,50,9,1,0,7.91,0
PAY_02093,2852.41,checkout_abandon,42,5,1,5,17.53,1
PAY_02094,5669.24,insufficient_funds,34,11,0,0,3.05,0
PAY_02095,2748.03,insufficient_funds,13,7,2,0,1.48,0
PAY_02096,5479.31,checkout_abandon,30,10,1,4,8.42,1
PAY_02097,5972.19,gateway_timeout,17,5,2,0,7.92,1
PAY_02098,1118.25,mandate_expired,58,8,3,0,2.3,0
PAY_02099,409.9,mandate_expired,48,10,6,0,11.98,1
PAY_02100,11702.28,gateway_timeout,7,9,1,0,17.62,0
PAY_02101,3231.51,insufficient_funds,32,10,0,0,25.94,0
PAY_02102,450.14,checkout_abandon,47,12,3,2,9.45,0
PAY_02103,1224.42,insufficient_funds,32,6,4,0,10.43,0
PAY_02104,5409.55,checkout_abandon,8,6,1,4,2.35,0
PAY_02105,1890.07,mandate_expired,9,6,2,0,1.05,1
PAY_02106,1498.15,checkout_abandon,44,15,0,2,16.79,0
PAY_02107,10146.94,gateway_timeout,32,10,1,0,1.85,1
PAY_02108,877.22,other,33,4,3,0,52.49,0
PAY_02109,1125.4,insufficient_funds,17,6,2,0,2.02,0
PAY_02110,3088.47,other,16,16,3,0,7.51,0
PAY_02111,3694.13,card_expired,25,8,1,0,3.12,0
PAY_02112,4106.76,gateway_timeout,33,9,6,0,0.57,1
PAY_02113,6218.5,insufficient_funds,29,5,5,0,3.31,0
PAY_02114,3049.17,insufficient_funds,53,10,1,0,28.31,1
PAY_02115,4078.28,other,12,12,2,0,8.48,0
PAY_02116,1929.15,insufficient_funds,29,5,2,0,0.21,1
PAY_02117,2661.76,other,15,9,6,0,24.8,1
PAY_02118,2783.82,checkout_abandon,1,7,2,3,0.86,1
PAY_02119,3099.96,checkout_abandon,25,8,3,4,20.2,0
PAY_02120,5413.15,checkout_abandon,4,5,3,3,12.47,0
PAY_02121,4355.49,insufficient_funds,23,7,4,0,3.0,0
PAY_02122,2613.02,gateway_timeout,38,7,1,0,12.12,1
PAY_02123,1113.12,other,23,6,4,0,2.82,1
PAY_02124,2675.03,insufficient_funds,41,5,1,0,0.13,0
PAY_02125,2430.93,other,18,9,3,0,9.83,0
PAY_02126,3032.76,other,25,6,4,0,25.07,0
PAY_02127,22710.24,insufficient_funds,53,11,2,0,14.5,0
PAY_02128,1480.7,checkout_abandon,15,10,1,5,3.66,0
PAY_02129,3813.62,insufficient_funds,31,7,3,0,4.37,0
PAY_02130,7277.25,checkout_abandon,43,9,3,2,4.67,0
PAY_02131,2757.41,other,22,8,2,0,2.63,0
PAY_02132,25897.23,other,19,8,4,0,21.42,0
PAY_02133,1713.01,other,42,5,3,0,3.24,0
PAY_02134,3456.93,insufficient_funds,5,8,4,0,13.75,1
PAY_02135,1124.66,checkout_abandon,16,11,1,3,14.11,0
PAY_02136,1759.04,insufficient_funds,25,6,0,0,1.98,1
PAY_02137,3206.64,other,14,9,1,0,19.84,0
PAY_02138,5827.54,insufficient_funds,33,7,1,0,15.11,1
PAY_02139,3439.7,insufficient_funds,38,13,6,0,2.93,1
PAY_02140,8805.76,insufficient_funds,58,10,3,0,29.9,1
PAY_02141,2273.51,insufficient_funds,37,10,3,0,19.54,1
PAY_02142,1793.42,insufficient_funds,36,7,3,0,14.43,0
PAY_02143,37347.87,insufficient_funds,44,6,0,0,8.36,1
PAY_02144,3708.13,card_expired,13,9,0,0,6.47,0
PAY_02145,1217.51,card_expired,29,11,1,0,4.77,1
PAY_02146,1248.61,gateway_timeout,50,9,1,0,0.36,1
PAY_02147,973.96,card_expired,11,10,1,0,31.97,0
PAY_02148,6378.04,gateway_timeout,18,10,1,0,10.2,0
PAY_02149,1736.57,card_expired,14,8,0,0,1.21,1
PAY_02150,2839.57,gateway_timeout,58,6,1,0,12.74,1
PAY_02151,2346.16,checkout_abandon,22,5,1,4,9.21,1
PAY_02152,5195.45,gateway_timeout,20,12,4,0,3.78,1
PAY_02153,1072.02,insufficient_funds,49,16,1,0,1.76,0
PAY_02154,852.76,checkout_abandon,55,6,4,2,8.97,0
PAY_02155,3128.61,card_expired,1,16,4,0,1.04,0
PAY_02156,4559.67,card_expired,53,8,1,0,8.72,0
PAY_02157,3486.24,gateway_timeout,43,5,0,0,17.14,1
PAY_02158,1112.75,checkout_abandon,52,8,1,5,5.24,1
PAY_02159,4922.3,card_expired,6,8,4,0,3.06,1
PAY_02160,1188.19,insufficient_funds,3,11,4,0,2.95,0
PAY_02161,1484.02,insufficient_funds,21,4,3,0,1.75,0
PAY_02162,972.72,gateway_timeout,51,7,0,0,14.17,1
PAY_02163,9183.87,insufficient_funds,30,12,3,0,13.23,0
PAY_02164,4710.11,gateway_timeout,44,10,3,0,10.23,0
PAY_02165,4578.1,insufficient_funds,15,8,2,0,19.1,1
PAY_02166,8701.56,checkout_abandon,21,5,2,2,40.06,1
PAY_02167,41634.95,mandate_expired,53,13,1,0,2.95,0
PAY_02168,452.51,card_expired,30,7,1,0,40.24,0
PAY_02169,1194.72,mandate_expired,47,9,2,0,14.47,1
PAY_02170,1350.01,gateway_timeout,39,4,3,0,10.51,0
PAY_02171,1067.66,other,11,8,5,0,0.81,0
PAY_02172,851.04,mandate_expired,57,7,4,0,11.47,1
PAY_02173,1852.69,checkout_abandon,57,14,1,3,0.11,1
PAY_02174,740.59,insufficient_funds,47,5,1,0,3.09,1
PAY_02175,3495.0,mandate_expired,29,10,1,0,0.1,1
PAY_02176,2632.65,checkout_abandon,26,8,2,2,5.55,0
PAY_02177,4044.34,mandate_expired,18,8,1,0,12.32,0
PAY_02178,4153.78,card_expired,39,7,1,0,4.66,1
PAY_02179,4569.01,other,19,8,0,0,4.58,0
PAY_02180,1720.96,other,12,7,2,0,6.81,0
PAY_02181,20851.67,mandate_expired,4,5,0,0,28.9,0
PAY_02182,3160.47,other,26,9,3,0,4.18,1
PAY_02183,388.22,other,49,9,2,0,2.31,1
PAY_02184,917.52,insufficient_funds,48,7,1,0,0.52,1
PAY_02185,438.58,mandate_expired,51,8,1,0,13.16,1
PAY_02186,2543.71,insufficient_funds,37,13,0,0,12.3,0
PAY_02187,2213.3,gateway_timeout,53,8,3,0,12.69,1
PAY_02188,1564.97,gateway_timeout,47,6,1,0,0.36,1
PAY_02189,18675.58,checkout_abandon,49,11,3,5,0.95,1
PAY_02190,4328.73,insufficient_funds,31,8,0,0,13.05,1
PAY_02191,5167.5,insufficient_funds,6,6,2,0,30.62,0
PAY_02192,985.33,insufficient_funds,23,5,2,0,15.04,0
PAY_02193,920.49,mandate_expired,51,11,1,0,16.0,1
PAY_02194,2593.73,other,45,6,2,0,25.41,0
PAY_02195,2972.19,other,1,6,2,0,15.15,0
PAY_02196,390.62,gateway_timeout,6,6,3,0,22.49,0
PAY_02197,2087.53,gateway_timeout,40,7,5,0,22.7,1
PAY_02198,2535.43,card_expired,59,13,1,0,18.11,1
PAY_02199,2016.05,insufficient_funds,44,8,1,0,6.92,1
PAY_02200,1108.38,other,57,10,1,0,0.29,0
PAY_02201,1457.55,mandate_expired,4,7,0,0,9.78,0
PAY_02202,2094.74,checkout_abandon,53,7,2,3,5.83,1
PAY_02203,2737.62,insufficient_funds,8,10,0,0,7.07,0
PAY_02204,4577.18,insufficient_funds,54,9,3,0,21.3,0
PAY_02205,7368.0,checkout_abandon,59,5,0,3,3.16,1
PAY_02206,1862.54,gateway_timeout,31,12,2,0,19.22,1
PAY_02207,1584.29,card_expired,32,9,3,0,9.35,0
PAY_02208,3872.68,mandate_expired,30,3,1,0,0.26,1
PAY_02209,4604.97,gateway_timeout,34,11,1,0,2.99,1
PAY_02210,1619.46,insufficient_funds,50,9,1,0,24.55,1
PAY_02211,5510.66,checkout_abandon,17,6,4,3,2.34,1
PAY_02212,6658.38,insufficient_funds,17,6,1,0,1.42,1
PAY_02213,9097.3,mandate_expired,59,5,3,0,2.58,0
PAY_02214,14799.77,checkout_abandon,51,10,1,5,2.92,1
PAY_02215,1051.14,card_expired,33,8,1,0,21.91,0
PAY_02216,2534.99,gateway_timeout,13,9,0,0,4.07,1
PAY_02217,2528.35,gateway_timeout,58,6,1,0,9.13,1
PAY_02218,2266.46,card_expired,53,9,0,0,1.07,0
PAY_02219,1306.08,mandate_expired,20,12,3,0,24.24,1
PAY_02220,565.94,mandate_expired,33,11,0,0,7.63,1
PAY_02221,2742.77,checkout_abandon,26,3,5,5,2.61,0
PAY_02222,1159.44,other,51,9,1,0,4.05,0
PAY_02223,2724.5,insufficient_funds,42,9,2,0,4.64,1
PAY_02224,1130.03,gateway_timeout,30,8,2,0,30.49,0
PAY_02225,832.46,card_expired,59,8,0,0,7.85,0
PAY_02226,3160.05,insufficient_funds,37,9,1,0,2.73,1
PAY_02227,2907.26,card_expired,30,9,2,0,10.52,0
PAY_02228,4461.89,gateway_timeout,56,12,2,0,3.37,1
PAY_02229,22245.83,insufficient_funds,27,7,4,0,5.46,0
PAY_02230,3298.87,insufficient_funds,26,5,2,0,4.25,0
PAY_02231,4060.77,card_expired,24,4,2,0,8.94,0
PAY_02232,851.06,card_expired,14,7,4,0,0.81,0
PAY_02233,690.31,gateway_timeout,17,7,1,0,6.43,0
PAY_02234,12171.78,insufficient_funds,6,7,0,0,1.49,1
PAY_02235,992.84,insufficient_funds,44,5,4,0,8.42,0
PAY_02236,880.16,insufficient_funds,36,10,0,0,0.9,0
PAY_02237,2404.14,mandate_expired,56,11,0,0,7.89,1
PAY_02238,2284.39,insufficient_funds,37,7,9,0,3.97,0
PAY_02239,1013.88,insufficient_funds,5,14,0,0,1.43,1
PAY_02240,1842.86,insufficient_funds,38,5,2,0,27.63,0
PAY_02241,8547.74,checkout_abandon,11,9,1,2,13.43,0
PAY_02242,1116.61,mandate_expired,3,3,0,0,10.24,0
PAY_02243,620.41,mandate_expired,40,9,3,0,13.54,1
PAY_02244,6416.57,checkout_abandon,2,6,2,5,2.23,0
PAY_02245,4090.17,other,25,12,0,0,10.64,0
PAY_02246,1344.16,checkout_abandon,54,6,2,2,11.38,0
PAY_02247,513.82,card_expired,16,8,3,0,12.37,0
PAY_02248,1187.28,mandate_expired,42,7,2,0,1.1,1
PAY_02249,2366.91,insufficient_funds,23,6,2,0,14.4,0
PAY_02250,8020.2,card_expired,7,9,2,0,10.34,0
PAY_02251,886.66,checkout_abandon,12,8,4,4,1.09,0
PAY_02252,2297.38,mandate_expired,5,9,3,0,27.62,1
PAY_02253,4910.79,insufficient_funds,10,11,1,0,12.21,1
PAY_02254,231.08,gateway_timeout,10,14,3,0,8.27,1
PAY_02255,7029.23,other,53,6,2,0,9.97,0
PAY_02256,766.32,insufficient_funds,49,8,2,0,29.1,1
PAY_02257,3484.37,insufficient_funds,22,3,0,0,0.27,1
PAY_02258,3199.43,gateway_timeout,44,9,2,0,11.84,1
PAY_02259,7395.54,checkout_abandon,13,9,0,5,5.92,1
PAY_02260,4337.14,card_expired,39,8,3,0,5.58,0
PAY_02261,232.0,mandate_expired,13,6,2,0,2.36,0
PAY_02262,1140.55,other,39,7,1,0,3.6,0
PAY_02263,2870.53,checkout_abandon,22,13,1,4,18.79,1
PAY_02264,2057.13,gateway_timeout,52,7,6,0,6.94,1
PAY_02265,4030.54,insufficient_funds,51,4,2,0,27.19,0
PAY_02266,5505.0,insufficient_funds,21,6,2,0,12.79,0
PAY_02267,4593.96,mandate_expired,3,8,4,0,19.21,1
PAY_02268,2017.82,insufficient_funds,20,5,5,0,3.61,0
PAY_02269,394.54,insufficient_funds,17,6,2,0,12.94,1
PAY_02270,1585.36,other,26,7,1,0,29.65,0
PAY_02271,3791.11,checkout_abandon,35,3,1,4,0.1,0
PAY_02272,840.17,insufficient_funds,60,8,5,0,3.04,0
PAY_02273,4700.01,mandate_expired,4,11,2,0,29.89,0
PAY_02274,6200.84,checkout_abandon,34,10,3,4,0.21,1
PAY_02275,2838.16,card_expired,11,7,4,0,1.19,0
PAY_02276,116.78,mandate_expired,33,12,2,0,13.97,0
PAY_02277,696.42,insufficient_funds,39,9,0,0,1.28,1
PAY_02278,16485.48,insufficient_funds,49,11,5,0,17.56,1
PAY_02279,1447.38,gateway_timeout,34,9,0,0,2.23,1
PAY_02280,343.75,mandate_expired,11,10,1,0,22.99,0
PAY_02281,8598.07,checkout_abandon,55,7,5,1,21.65,1
PAY_02282,2533.61,mandate_expired,25,10,1,0,2.5,1
PAY_02283,7547.61,checkout_abandon,29,9,1,3,14.9,1
PAY_02284,3297.78,gateway_timeout,39,10,5,0,12.05,1
PAY_02285,3954.48,insufficient_funds,16,15,1,0,5.11,1
PAY_02286,3594.12,insufficient_funds,60,9,1,0,3.34,1
PAY_02287,5021.75,gateway_timeout,3,10,0,0,26.34,0
PAY_02288,24378.98,checkout_abandon,10,5,3,5,5.0,0
PAY_02289,6601.5,other,60,8,3,0,1.12,0
PAY_02290,514.76,insufficient_funds,28,13,1,0,0.88,0
PAY_02291,3907.71,mandate_expired,54,12,2,0,1.83,1
PAY_02292,7828.5,insufficient_funds,55,9,4,0,5.41,1
PAY_02293,8322.74,mandate_expired,60,9,2,0,4.41,0
PAY_02294,1631.8,insufficient_funds,44,7,5,0,33.69,1
PAY_02295,8014.36,mandate_expired,41,5,2,0,13.87,1
PAY_02296,6321.98,insufficient_funds,37,17,3,0,15.95,1
PAY_02297,32746.9,insufficient_funds,41,6,2,0,23.08,1
PAY_02298,1180.91,checkout_abandon,16,6,2,1,40.06,0
PAY_02299,1505.15,gateway_timeout,49,9,1,0,13.51,1
PAY_02300,1840.75,checkout_abandon,12,4,1,4,17.97,0
PAY_02301,1531.23,gateway_timeout,29,8,2,0,0.18,0
PAY_02302,1026.62,other,23,11,2,0,5.67,0
PAY_02303,157.81,gateway_timeout,46,3,2,0,9.67,1
PAY_02304,1618.65,checkout_abandon,16,9,4,2,8.09,0
PAY_02305,3617.01,card_expired,13,10,2,0,5.87,0
PAY_02306,1526.64,mandate_expired,49,12,1,0,4.81,1
PAY_02307,17316.71,gateway_timeout,30,9,5,0,29.32,1
PAY_02308,2533.66,checkout_abandon,44,16,1,4,5.78,1
PAY_02309,9091.32,insufficient_funds,53,7,1,0,1.53,1
PAY_02310,3246.93,checkout_abandon,51,9,4,2,8.03,0
PAY_02311,5712.74,gateway_timeout,24,6,3,0,4.52,0
PAY_02312,3305.32,card_expired,11,6,1,0,6.05,0
PAY_02313,9826.43,card_expired,58,6,3,0,3.57,0
PAY_02314,2643.83,insufficient_funds,19,9,4,0,15.12,0
PAY_02315,4105.84,insufficient_funds,47,8,2,0,9.64,1
PAY_02316,3606.09,gateway_timeout,47,6,3,0,0.18,1
PAY_02317,1873.87,checkout_abandon,27,10,2,3,22.98,1
PAY_02318,3748.19,gateway_timeout,10,9,2,0,9.73,1
PAY_02319,23351.87,checkout_abandon,29,18,5,2,11.05,1
PAY_02320,1907.69,checkout_abandon,9,5,1,1,3.56,0
PAY_02321,3802.87,other,22,7,0,0,3.09,0
PAY_02322,8794.0,gateway_timeout,23,9,0,0,0.94,0
PAY_02323,7818.9,insufficient_funds,32,7,1,0,2.01,1
PAY_02324,2529.46,gateway_timeout,12,8,3,0,22.81,1
PAY_02325,230.59,checkout_abandon,51,14,0,1,4.7,0
PAY_02326,4191.23,gateway_timeout,5,9,2,0,15.23,1
PAY_02327,271.67,gateway_timeout,60,12,1,0,17.66,1
PAY_02328,10872.41,gateway_timeout,19,5,2,0,4.93,1
PAY_02329,2961.7,mandate_expired,30,8,2,0,4.08,0
PAY_02330,6793.49,other,53,2,2,0,6.75,0
PAY_02331,1014.28,gateway_timeout,40,9,5,0,15.97,1
PAY_02332,529.29,insufficient_funds,4,9,4,0,6.46,1
PAY_02333,3244.77,gateway_timeout,37,7,1,0,49.72,1
PAY_02334,2417.39,gateway_timeout,34,6,2,0,10.61,1
PAY_02335,1529.21,other,56,7,0,0,5.04,1
PAY_02336,2720.87,checkout_abandon,34,9,2,2,1.05,1
PAY_02337,39794.42,mandate_expired,60,7,0,0,11.26,1
PAY_02338,5759.3,other,32,8,0,0,11.72,0
PAY_02339,7140.55,checkout_abandon,12,8,3,2,13.57,1
PAY_02340,5813.76,insufficient_funds,31,5,0,0,2.43,1
PAY_02341,10976.46,checkout_abandon,56,14,4,3,6.47,0
PAY_02342,2067.25,gateway_timeout,2,4,1,0,1.27,1
PAY_02343,320.31,gateway_timeout,24,15,0,0,7.51,1
PAY_02344,2070.32,other,3,9,2,0,10.72,0
PAY_02345,5629.53,gateway_timeout,51,9,2,0,1.49,1
PAY_02346,947.9,checkout_abandon,31,7,3,1,2.68,0
PAY_02347,2095.78,insufficient_funds,43,5,1,0,3.37,1
PAY_02348,1251.72,insufficient_funds,59,7,6,0,12.8,1
PAY_02349,11226.98,checkout_abandon,50,6,2,1,2.17,1
PAY_02350,5289.63,card_expired,25,8,5,0,29.05,1
PAY_02351,4796.24,mandate_expired,57,9,4,0,4.99,0
PAY_02352,4654.77,gateway_timeout,29,9,2,0,20.13,1
PAY_02353,2408.59,insufficient_funds,59,6,2,0,3.05,0
PAY_02354,3046.05,checkout_abandon,59,12,6,1,6.37,1
PAY_02355,764.22,checkout_abandon,14,6,0,5,2.88,1
PAY_02356,280.79,card_expired,47,3,3,0,8.58,0
PAY_02357,2904.82,mandate_expired,42,4,1,0,7.49,0
PAY_02358,3456.58,other,47,5,1,0,0.33,1
PAY_02359,8377.55,card_expired,11,13,1,0,1.36,0
PAY_02360,12032.68,gateway_timeout,31,8,3,0,0.75,1
PAY_02361,12016.6,mandate_expired,10,11,3,0,37.06,1
PAY_02362,921.52,mandate_expired,54,6,1,0,5.71,1
PAY_02363,1757.73,other,53,7,3,0,2.84,0
PAY_02364,4041.54,gateway_timeout,35,5,0,0,13.79,1
PAY_02365,31443.6,mandate_expired,8,9,1,0,1.38,0
PAY_02366,10983.45,gateway_timeout,40,14,0,0,1.56,1
PAY_02367,7657.52,mandate_expired,27,4,1,0,5.72,0
PAY_02368,1696.39,other,48,12,3,0,8.35,1
PAY_02369,1033.64,other,6,8,1,0,10.88,1
PAY_02370,5502.48,insufficient_funds,25,5,2,0,10.46,0
PAY_02371,831.63,insufficient_funds,22,10,4,0,22.1,0
PAY_02372,1969.65,card_expired,58,5,4,0,27.32,0
PAY_02373,2228.91,mandate_expired,18,8,0,0,9.71,0
PAY_02374,12295.12,other,60,7,1,0,9.44,0
PAY_02375,1753.46,gateway_timeout,56,4,1,0,20.02,1
PAY_02376,218.07,card_expired,36,6,0,0,3.96,1
PAY_02377,4140.16,mandate_expired,11,17,1,0,17.19,0
PAY_02378,1242.68,insufficient_funds,14,4,0,0,6.98,1
PAY_02379,2608.88,insufficient_funds,2,6,2,0,11.71,1
PAY_02380,2292.37,mandate_expired,47,20,2,0,10.51,1
PAY_02381,1901.39,insufficient_funds,44,8,4,0,3.67,1
PAY_02382,5510.37,card_expired,20,2,1,0,22.76,0
PAY_02383,539.79,checkout_abandon,44,12,1,1,7.52,0
PAY_02384,1490.75,checkout_abandon,35,7,1,1,5.24,0
PAY_02385,4954.66,gateway_timeout,49,6,5,0,13.63,1
PAY_02386,1352.84,other,6,8,1,0,0.85,0
PAY_02387,500.32,mandate_expired,12,13,1,0,19.45,1
PAY_02388,4878.54,card_expired,49,7,2,0,37.28,0
PAY_02389,7685.88,card_expired,23,6,3,0,5.4,0
PAY_02390,2390.01,checkout_abandon,58,11,1,1,6.9,1
PAY_02391,351.85,other,53,10,2,0,9.77,0
PAY_02392,5064.53,checkout_abandon,6,9,2,3,3.52,1
PAY_02393,475.4,checkout_abandon,25,8,0,2,9.57,0
PAY_02394,3404.47,gateway_timeout,44,6,1,0,17.04,1
PAY_02395,1029.25,gateway_timeout,9,5,1,0,0.41,1
PAY_02396,783.84,mandate_expired,52,8,1,0,5.27,0
PAY_02397,1607.02,gateway_timeout,6,5,1,0,11.95,1
PAY_02398,2081.3,mandate_expired,7,16,1,0,4.01,1
PAY_02399,1312.7,other,33,5,3,0,2.67,0
PAY_02400,4504.13,gateway_timeout,15,6,2,0,16.7,1
PAY_02401,1600.35,insufficient_funds,39,5,2,0,3.05,0
PAY_02402,6662.41,mandate_expired,24,11,2,0,3.61,1
PAY_02403,3311.71,insufficient_funds,17,9,1,0,14.04,1
PAY_02404,1244.5,card_expired,51,11,0,0,6.78,1
PAY_02405,1051.64,checkout_abandon,10,4,4,2,21.9,0
PAY_02406,481.33,checkout_abandon,30,11,1,4,17.74,0
PAY_02407,3343.52,checkout_abandon,11,5,2,3,0.1,1
PAY_02408,1753.66,checkout_abandon,9,12,2,2,8.3,0
PAY_02409,233.19,gateway_timeout,13,5,1,0,26.12,1
PAY_02410,1463.13,gateway_timeout,16,7,1,0,12.31,1
PAY_02411,1015.37,gateway_timeout,25,4,1,0,20.35,1
PAY_02412,12085.04,other,29,8,3,0,13.66,0
PAY_02413,455.44,insufficient_funds,9,9,1,0,36.73,1
